longitude,latitude,living_area,land_area,supplemental_area,patio,balcony,number_of_rooms,build_year,operating_cost,living_to_land_ratio,area_per_room,sold_price
0.7416260758078117,0.747113263594453,0.058823529411764705,0.027180435921409486,0.0,0.0,0.0,0.15384615384615385,0.8509316770186333,0.26204273671829054,0.010107400475045386,0.13444259567387687,1495000
0.3290845743119961,0.5129855563671134,0.10943912448700412,0.0038327133355878706,0.0989010989010989,0.0,0.0,0.38461538461538464,0.8012422360248443,0.15293471868261127,0.10406494274717283,0.07653910149750415,5200000
0.2967891035449153,0.30490173720897784,0.11217510259917919,0.012280597054513384,0.0,0.0,0.0,0.23076923076923078,0.7111801242236018,0.35890217604391295,0.035605937503214946,0.1853577371048253,720000
0.059666449083624506,0.2547195509082293,0.146374829001368,0.0073272460827415176,0.09157509157509157,0.0,0.0,0.23076923076923078,0.9596273291925463,0.3242971966281121,0.07239370493170004,0.2602329450915142,2770000
0.24435879241299663,0.20767596880877537,0.14363885088919287,0.007764891550126984,0.42857142857142855,0.0,0.0,0.3076923076923077,0.7763975155279503,0.2347931778082729,0.06747176977445603,0.1775707154742097,3900000
0.4893868806503807,0.4023444409363154,0.10670314637482899,0.007081899381328453,0.2967032967032967,1.0,0.0,0.23076923076923078,0.7919254658385091,0.24130170554793182,0.0580119192073539,0.17337770382695508,850000
0.02274578976396935,0.19706838953938244,0.0984952120383037,0.006856445655705637,0.0,0.0,0.0,0.15384615384615385,0.6490683229813659,0.4039600078415997,0.05623544830894665,0.25024958402662234,2400000
0.20620692919907047,0.08526798619959908,0.058823529411764705,0.08946534312067742,0.32967032967032966,0.0,0.0,0.3076923076923077,0.5993788819875769,0.21808272887669086,0.0028992868567609817,0.029018302828618947,3000000
0.06333401157406904,0.1437720769465488,0.1573187414500684,0.007353770050461848,0.25274725274725274,0.0,0.0,0.23076923076923078,0.6925465838509313,0.3668770829249167,0.07660562285261946,0.28419301164725463,1795000
0.03953511320560921,0.1600818143580297,0.16689466484268123,0.009084458944213464,0.02564102564102564,1.0,0.0,0.38461538461538464,0.6211180124223601,0.5241089982356402,0.06587049142487081,0.16039933444259566,1900000
0.30226102306001934,0.30559251875959725,0.1655266757865937,0.006763611768684477,0.20146520146520147,0.0,0.0,0.38461538461538464,0.7329192546583849,0.32921387963144483,0.08649590406959051,0.15840266222961732,2795000
0.050875362465220064,0.13612874716671608,0.10259917920656635,0.006630991930082821,0.0,0.0,0.0,0.23076923076923078,0.6490683229813659,0.23292687708292495,0.05987227900929705,0.16439267886855238,2250000
0.023137553175721415,0.19697919758618887,0.18057455540355677,0.00686307664763572,0.0,0.0,0.0,0.4615384615384616,0.9627329192546581,0.33762007449519704,0.09185911078881304,0.13615402899928689,3350000
0.22463707527102272,0.1748435089815762,0.16689466484268123,0.005735808019521641,0.0,0.0,0.0,0.4615384615384616,0.854037267080745,0.17211527151538916,0.10157184919854177,0.11903969574518661,1350000
0.3688842766923175,0.49528728479018447,0.08207934336525308,0.004601908399477478,0.304029304029304,0.0,0.0,0.15384615384615385,0.8136645962732914,0.48242305430307786,0.0710472678885555,0.20232945091514146,3500000
0.33447407594039724,0.31880143567752406,0.07523939808481532,0.008500931654366176,0.2857142857142857,0.0,0.0,0.15384615384615385,0.8043478260869561,0.5376671240933151,0.03760997812071801,0.18236272878535773,1195000
0.5744374769913474,0.3468225723653394,0.16415868673050615,0.017664962501740638,0.24175824175824176,0.0,0.0,0.38461538461538464,0.7298136645962732,0.34837874926485,0.034082271626719285,0.15640599001663888,2100000
0.016759771253408218,0.1385061673111928,0.11491108071135432,0.0010808516846034998,0.0,0.0,0.0,0.15384615384615385,0.6490683229813659,0.36270535189178593,0.300399036691561,0.29816971713810314,5200000
0.12572226927505348,0.11596092310409811,0.10123119015047878,0.011597604885714853,0.3663003663003663,0.0,0.0,0.15384615384615385,0.8074534161490678,0.20991178200352875,0.03474744665798028,0.2582362728785358,2000000
0.32748613873110344,0.3681483360856922,0.08618331053351573,0.012658563594528105,0.021978021978021976,0.0,0.0,0.15384615384615385,0.7142857142857135,0.212601450695942,0.0282619083683177,0.21430948419301168,1250000
0.29715903402239885,0.42761909699275125,0.23119015047879615,0.011484878022903445,0.08058608058608059,0.0,0.0,0.38461538461538464,0.8602484472049685,0.31921584003136644,0.06972709449350167,0.254242928452579,1375000
0.33623266433502685,0.4250341133112693,0.19425444596443225,0.005026291883002778,0.0,0.0,0.0,0.3076923076923077,0.9844720496894404,0.48117623995295045,0.13058568409615146,0.26622296173044924,7700000
0.3135718747962848,0.47222510935126605,0.12175102599179206,0.01797661912245453,0.05128205128205128,1.0,0.0,0.23076923076923078,0.8291925465838501,0.5124406979023721,0.02617365911293232,0.20632279534109818,3750000
0.32319322358286673,0.5126430860463048,0.13269493844049246,0.0016710099663808707,0.07326007326007326,0.0,0.0,0.3076923076923077,0.8509316770186333,0.3332836698686532,0.24401075973230069,0.15840266222961732,4440000
0.010239638838031695,0.14406043279635738,0.08207934336525308,0.0015848070712897943,0.05128205128205128,0.0,0.0,0.15384615384615385,0.9068322981366457,0.33289943148402273,0.17576772819257422,0.20232945091514146,3750000
0.3107605630730834,0.5276462069935436,0.1354309165526676,0.00738029401818218,0.48717948717948717,0.0,0.0,0.6153846153846154,0.7795031055900621,0.3952479905900804,0.0674592484601969,0.03327787021630613,7000000
0.3365949658130978,0.49284001270576494,0.17510259917920656,0.00973429615336158,0.27472527472527475,0.0,0.0,0.4615384615384616,0.8602484472049685,0.33856106645755735,0.06422062151067286,0.12930829569764676,5040000
0.3820752850411884,0.14287943193364117,0.16963064295485636,0.005457306358458162,0.0,1.0,0.0,0.3076923076923077,1.0,0.24508135659674576,0.1078289620546434,0.22309484193011644,2950000
