TV,Radio,Social Media,Influencer,Sales
0.06666666666666667,0.1343458710138546,0.2079837122547732,0.3333333333333333,54.73275715
0.03333333333333334,0.18901146722833373,0.17233582705149936,0.3333333333333333,46.67789698
0.34444444444444444,0.32505845960603874,0.20837189315336793,0.3333333333333333,150.1778288
0.8111111111111111,0.6142633747260634,0.4950976583433996,0.3333333333333333,298.2463398
0.055555555555555566,0.17263436331641335,0.10055814462009417,0.6666666666666666,56.5941808
0.21111111111111114,0.1967179086177365,0.07346297482474358,0.3333333333333333,105.8891476
0.5,0.5093694374657001,0.3056561078778537,0.6666666666666666,198.6798248
0.23333333333333334,0.355109236088631,0.1637737157439084,1.0,108.7339319
0.7333333333333333,0.5043579605266365,0.5099608742493199,0.0,270.1894
0.03333333333333334,0.008807850849092982,0.15945148009408386,0.3333333333333333,48.28058223
0.5777777777777777,0.4981433819760077,0.3684442790013369,1.0,224.9610192
0.35555555555555557,0.32343971912369923,0.228506487638776,0.3333333333333333,145.5439916
0.6,0.4141506508505432,0.28044773415193847,0.6666666666666666,229.6323807
0.26666666666666666,0.004617154475607418,0.16969939782661034,1.0,121.3364193
0.2888888888888889,0.07979279612725236,0.004317843601359927,1.0,123.5261126
0.5555555555555556,0.45739346198456743,0.06728618111885229,0.3333333333333333,212.7643968
0.16666666666666669,0.20268184899832434,0.13254488164934936,0.6666666666666666,89.8199226
1.0,0.7390025540127475,0.2627922835193049,0.0,353.8046387
0.9111111111111112,0.8335565349662114,0.33161600938799785,1.0,329.3505396
0.4000000000000001,0.2597561767926602,0.2778325791263671,0.0,162.1913335
0.7555555555555555,0.7277919479322217,0.20258143227838835,0.0,276.4013399
0.30000000000000004,0.05787315095210363,0.32590403892785386,0.6666666666666666,128.4846619
0.9888888888888889,0.7624876358732643,0.4925393624219277,1.0,349.8615752
0.7222222222222222,0.41637211554648057,0.08776867407737397,0.6666666666666666,272.2501078
0.4888888888888889,0.5689923976016092,0.2904346945571395,1.0,192.4619083
0.18888888888888888,0.14895301639916855,0.15587929250124283,0.6666666666666666,96.74937343
0.12222222222222222,0.18993064398861803,0.21855298062734282,0.3333333333333333,76.99292807
0.33333333333333337,0.2670267937298404,0.14098165843569788,1.0,139.2887894
0.6333333333333333,0.4938959738994038,0.39859885722143207,0.3333333333333333,234.8510253
0.8888888888888888,0.5938213470407903,0.4600295984214225,0.6666666666666666,323.0321827
0.022222222222222213,0.07298837580319731,0.25449678374356266,1.0,40.79219533
0.7888888888888889,0.5593375115426042,0.37646674832304505,0.6666666666666666,290.7775735
0.3666666666666667,0.3345174427287815,0.2012627999035174,0.3333333333333333,150.6264947
0.41111111111111115,0.3555488432131376,0.13625084247861965,0.3333333333333333,161.7851523
0.3666666666666667,0.37301678822060463,0.2917586501307968,1.0,155.5991953
0.7222222222222222,0.4834320384473334,0.4434202243323722,0.3333333333333333,263.0206872
0.7666666666666666,0.48106521605504904,0.15655503928276385,0.0,281.5789422
0.611111111111111,0.5026114668414499,0.24458068116715068,0.0,231.6700477
0.3666666666666667,0.2627648670718931,0.1855052574918589,0.0,148.7069665
0.7999999999999999,0.5657178531560724,0.4013258984800627,0.0,294.9524151
0.6444444444444444,0.4427727840324255,0.23056083054426074,0.6666666666666666,242.8248811
0.9777777777777779,0.7687722769685833,0.6100556651947292,0.3333333333333333,351.7730679
0.1777777777777778,0.21687630543289677,0.04858117480627678,0.0,91.92229739
0.0,0.12573162066801705,0.11379825415472744,0.0,32.56682505
0.24444444444444446,0.012828498054680202,0.1913971202005951,0.6666666666666666,115.2625668
0.21111111111111114,0.1811197875417059,0.0029655374006378964,0.0,101.8731014
0.24444444444444446,0.2357960396169163,0.1835808782528872,0.3333333333333333,111.8997121
0.21111111111111114,0.2953403189170268,0.03313247490862436,0.0,104.3526653
0.8999999999999999,0.8206967794513153,0.5175461495057446,0.3333333333333333,326.3817124
0.8111111111111111,0.701460876474744,0.6220630655217461,1.0,300.7305325
0.6888888888888889,0.48949822454508757,0.2413007759313753,0.3333333333333333,255.1551652
0.41111111111111115,0.4945408624239264,0.14933014552112212,0.6666666666666666,161.7170871
0.0,0.07070085298427398,0.17166000223902353,0.6666666666666666,39.62567824
